lead,spell,sCRPS,n,var,model,clim,CRPSS
7,break,0.8926835154882614,632,Sunshine,timesfm25,0.923854087328691,0.03373971308668322
7,normal,0.7246951006493091,1319,Sunshine,timesfm25,0.7007494388713449,-0.03417150332154684
30,active,0.7518078666710193,345,Sunshine,timesfm25,0.7201953556831421,-0.0438943555223168
30,break,0.8126722488594822,774,Sunshine,timesfm25,0.8015798847945406,-0.01383812677358387
30,normal,0.6579305897533863,1047,Sunshine,timesfm25,0.6309296862076682,-0.042795424174780106
1,active,0.4882392628911136,348,Sunshine,toto2,0.7217517237844437,0.3235357162279121
1,break,0.631863607925758,705,Sunshine,toto2,0.7857181600384091,0.1958139189568051
1,normal,0.6254213501537105,1250,Sunshine,toto2,0.626235672322004,0.0013003445895600763
7,active,0.7294875459823957,328,Sunshine,toto2,0.6685070727234196,-0.09121889019146634
7,break,0.8720913697172299,632,Sunshine,toto2,0.923854087328691,0.05602910494354385
7,normal,0.7195988118715788,1319,Sunshine,toto2,0.7007494388713449,-0.026898877051679815
30,active,0.7407385435193059,345,Sunshine,toto2,0.7201953556831421,-0.02852446586062407
30,break,0.7838817519140656,774,Sunshine,toto2,0.8015798847945406,0.02207906313044683
30,normal,0.6482633093939772,1047,Sunshine,toto2,0.6309296862076682,-0.027473145685213085
1,active,0.5184657865303406,348,Sunshine,tirex,0.7217517237844437,0.2816563238507982
1,break,0.6281008959018669,705,Sunshine,tirex,0.7857181600384091,0.20060280155525134
1,normal,0.63644138015881,1250,Sunshine,tirex,0.626235672322004,-0.01629691230933017
7,active,0.7655799120247717,328,Sunshine,tirex,0.6685070727234196,-0.14520839533662477
7,break,0.8324028480602933,632,Sunshine,tirex,0.923854087328691,0.09898883440871864
7,normal,0.7284412393384907,1319,Sunshine,tirex,0.7007494388713449,-0.03951740655225833
30,active,0.7612692563804601,345,Sunshine,tirex,0.7201953556831421,-0.05703161006690638
30,break,0.7712509366327285,774,Sunshine,tirex,0.8015798847945406,0.03783646363529436
30,normal,0.6534890841112481,1047,Sunshine,tirex,0.6309296862076682,-0.03575580353363583
1,active,0.5767431496303735,348,Sunshine,moirai2,0.7217517237844437,0.20091198867351512
1,break,0.6018062997800011,705,Sunshine,moirai2,0.7857181600384091,0.23406848614701437
1,normal,0.632132145874303,1250,Sunshine,moirai2,0.626235672322004,-0.0094157420487333
7,active,0.9739236261171117,328,Sunshine,moirai2,0.6685070727234196,-0.4568636082629025
7,break,0.739314883473552,632,Sunshine,moirai2,0.923854087328691,0.1997492963296088
7,normal,0.7858890785708329,1319,Sunshine,moirai2,0.7007494388713449,-0.12149797770315351
30,active,1.0837630276395653,345,Sunshine,moirai2,0.7201953556831421,-0.5048181289805191
30,break,0.8021749740240344,774,Sunshine,moirai2,0.8015798847945406,-0.0007423954128369381
30,normal,0.8130956581543436,1047,Sunshine,moirai2,0.6309296862076682,-0.2887262652699403
1,active,0.5750901912673922,348,Sunshine,sundial,0.7217517237844437,0.2032021922276046
1,break,0.6726204027158856,705,Sunshine,sundial,0.7857181600384091,0.14394189045725347
1,normal,0.6654968688638702,1250,Sunshine,sundial,0.626235672322004,-0.06269396375375846
7,active,0.8330771225880913,328,Sunshine,sundial,0.6685070727234196,-0.24617548052892335
7,break,1.0023832071517125,632,Sunshine,sundial,0.923854087328691,-0.08500164787936071
7,normal,0.7899061537930425,1319,Sunshine,sundial,0.7007494388713449,-0.12723051917857697
30,active,0.8595525161278634,345,Sunshine,sundial,0.7201953556831421,-0.19349911013038112
30,break,0.881061411240393,774,Sunshine,sundial,0.8015798847945406,-0.09915608906057449
30,normal,0.6937083677836702,1047,Sunshine,sundial,0.6309296862076682,-0.09950186676640005
