lead,monsoon_phase,MASE,sCRPS,n,var,model
1,onset,0.6533361644313201,0.49725151468381745,568,Temperature,chronos2
1,peak,0.44398015861354223,0.3444852622101011,4659,Temperature,chronos2
1,pre_monsoon,0.581903555315007,0.4611906483595551,3452,Temperature,chronos2
1,withdrawal,0.45036145575589287,0.35718890566359895,1031,Temperature,chronos2
7,dry,0.7472310259188082,0.582529214615415,3736,Temperature,chronos2
7,onset,0.8088142234026808,0.6162728524287048,605,Temperature,chronos2
7,peak,0.6272453270554649,0.4895122823034194,4636,Temperature,chronos2
7,pre_monsoon,0.811931720696303,0.6217727206373223,3444,Temperature,chronos2
7,withdrawal,0.6876254611364074,0.5285320334806606,1040,Temperature,chronos2
30,dry,0.8493727972544695,0.6618623175739244,3704,Temperature,chronos2
30,onset,0.8022075868157955,0.6091977040804053,566,Temperature,chronos2
30,peak,0.610135637026903,0.47131401166677134,4677,Temperature,chronos2
30,pre_monsoon,0.9436672748835584,0.7268181284797979,3388,Temperature,chronos2
30,withdrawal,0.673588318125024,0.5377392009506184,1126,Temperature,chronos2
1,dry,0.48258362545584094,0.3799876869667548,3751,Temperature,chronos_bolt
1,onset,0.6430410578191291,0.4892199372891493,568,Temperature,chronos_bolt
1,peak,0.4604792033982466,0.35617830909135684,4659,Temperature,chronos_bolt
1,pre_monsoon,0.5699074828456757,0.45144812304178555,3452,Temperature,chronos_bolt
1,withdrawal,0.4566192709577418,0.3620000521537406,1031,Temperature,chronos_bolt
7,dry,0.7804915132943517,0.6067095328644012,3736,Temperature,chronos_bolt
7,onset,0.8355273155932693,0.6361381200316498,605,Temperature,chronos_bolt
7,peak,0.6575007285723928,0.5120474865820901,4636,Temperature,chronos_bolt
7,pre_monsoon,0.8361993412060084,0.637090751106838,3444,Temperature,chronos_bolt
7,withdrawal,0.6925064696655936,0.5394766678116876,1040,Temperature,chronos_bolt
30,dry,0.9290002093601273,0.7280123489347886,3704,Temperature,chronos_bolt
30,onset,0.8364851956338477,0.6380210814944496,566,Temperature,chronos_bolt
30,peak,0.6761595131014366,0.5245763793075268,4677,Temperature,chronos_bolt
30,pre_monsoon,1.0486310559284688,0.7953009788972643,3388,Temperature,chronos_bolt
30,withdrawal,0.7057491688013212,0.5687485471575149,1126,Temperature,chronos_bolt
1,dry,0.7768204393050213,0.6076329563364711,3751,Temperature,climatology
1,onset,0.8151151849576688,0.6225036204518485,568,Temperature,climatology
1,peak,0.7083659630828442,0.547609557962139,4659,Temperature,climatology
1,pre_monsoon,0.8518773938598992,0.6671806878166399,3452,Temperature,climatology
1,withdrawal,0.7398974419318196,0.5803007121359017,1031,Temperature,climatology
7,dry,0.7501186650772217,0.5936576215386321,3736,Temperature,climatology
7,onset,0.8032940538129407,0.6241922215553586,605,Temperature,climatology
7,peak,0.7249578089244422,0.5636143151369226,4636,Temperature,climatology
7,pre_monsoon,0.8182484287235906,0.6383376767214577,3444,Temperature,climatology
7,withdrawal,0.6745887017748913,0.532759830712944,1040,Temperature,climatology
30,dry,0.8417338359607244,0.6533012476482142,3704,Temperature,climatology
30,onset,0.7951852379963137,0.6054729460999307,566,Temperature,climatology
30,peak,0.7069589164281764,0.5522259561586657,4677,Temperature,climatology
30,pre_monsoon,0.9039977283862454,0.6986077305902664,3388,Temperature,climatology
30,withdrawal,0.7113642817376093,0.5666331058472367,1126,Temperature,climatology
1,dry,0.536824318775862,0.4212618055032336,3751,Temperature,lightgbm
1,onset,0.657070042643993,0.5049988044646041,568,Temperature,lightgbm
1,peak,0.5270900719771585,0.41007809578058557,4659,Temperature,lightgbm
1,pre_monsoon,0.6377751526269081,0.5028186742772948,3452,Temperature,lightgbm
1,withdrawal,0.5772302285198475,0.44685972314649774,1031,Temperature,lightgbm
7,dry,0.7227849027030214,0.5638323865492791,3736,Temperature,lightgbm
7,onset,0.8116648612066881,0.6390012417452056,605,Temperature,lightgbm
7,peak,0.6916244902814095,0.5375112155875443,4636,Temperature,lightgbm
7,pre_monsoon,0.7883034542961387,0.6128230006275329,3444,Temperature,lightgbm
7,withdrawal,0.6611960904635109,0.5102114194472177,1040,Temperature,lightgbm
30,dry,0.8251339955542514,0.6391459463716005,3704,Temperature,lightgbm
30,onset,0.8104410971901026,0.6190000972845029,566,Temperature,lightgbm
30,peak,0.6782334048616527,0.5284983562586304,4677,Temperature,lightgbm
30,pre_monsoon,0.9235468237591186,0.7136833589882341,3388,Temperature,lightgbm
30,withdrawal,0.709525264950617,0.5538589449158553,1126,Temperature,lightgbm
1,dry,0.4596366228735238,0.36889370555074763,3751,Temperature,moirai2
1,onset,0.626930578401139,0.47825674101446075,568,Temperature,moirai2
1,peak,0.444363944232849,0.3493575182147988,4659,Temperature,moirai2
1,pre_monsoon,0.5739933308303643,0.4588352762818052,3452,Temperature,moirai2
1,withdrawal,0.44064974895636694,0.35372138349587967,1031,Temperature,moirai2
7,dry,0.7765391951295836,0.6130226795207024,3736,Temperature,moirai2
7,onset,0.8419506492317953,0.6364442382632036,605,Temperature,moirai2
7,peak,0.6424140749975169,0.5026197505891127,4636,Temperature,moirai2
7,pre_monsoon,0.8208480945393687,0.6321476754201154,3444,Temperature,moirai2
7,withdrawal,0.7041062363446808,0.5479902744835977,1040,Temperature,moirai2
30,dry,0.9069385683818242,0.7128201084299811,3704,Temperature,moirai2
30,onset,0.8067388868294195,0.6134579111362628,566,Temperature,moirai2
30,peak,0.6186672107623556,0.4877611663985788,4677,Temperature,moirai2
30,pre_monsoon,0.9772092238281912,0.7546937860781208,3388,Temperature,moirai2
30,withdrawal,0.6869341054114646,0.5514984784745844,1126,Temperature,moirai2
1,dry,0.48503607815912386,0.3863987045232051,3751,Temperature,naive
1,onset,0.6621278736647382,0.5308770905341953,568,Temperature,naive
1,peak,0.48608623510208,0.3821357829459373,4659,Temperature,naive
1,pre_monsoon,0.5903146702967067,0.4797868313240235,3452,Temperature,naive
1,withdrawal,0.4473701277358323,0.36711184263733393,1031,Temperature,naive
7,dry,1.0403760912467792,0.7955455702191923,3736,Temperature,naive
7,onset,1.1725171663235863,0.9048754603782487,605,Temperature,naive
7,peak,0.846779386439648,0.66278438822229,4636,Temperature,naive
7,pre_monsoon,1.0061262345475066,0.7806079331985799,3444,Temperature,naive
7,withdrawal,1.1110799230251134,0.8758750354538356,1040,Temperature,naive
30,dry,2.1468359504194217,1.624270190300608,3704,Temperature,naive
30,onset,1.2749313703902734,0.9761215016374969,566,Temperature,naive
30,peak,0.8846137785969804,0.7553444467115807,4677,Temperature,naive
30,pre_monsoon,1.8713348567594683,1.4291365913592284,3388,Temperature,naive
30,withdrawal,1.792164514185356,1.3674929754923977,1126,Temperature,naive
1,dry,0.9714997316892012,0.7547248208359216,3751,Temperature,seasonal_naive
1,onset,1.037631839152831,0.8111559699314254,568,Temperature,seasonal_naive
1,peak,0.7766531587309841,0.6262373228221555,4659,Temperature,seasonal_naive
1,pre_monsoon,1.1871115636454217,0.9442051063250823,3452,Temperature,seasonal_naive
1,withdrawal,0.8363709966632746,0.6706336495125206,1031,Temperature,seasonal_naive
7,dry,0.9828724409194431,0.7709676332577786,3736,Temperature,seasonal_naive
7,onset,0.9314386922298811,0.7263314624867515,605,Temperature,seasonal_naive
7,peak,0.8263145872173806,0.6559114307699663,4636,Temperature,seasonal_naive
7,pre_monsoon,1.237663374020869,0.9816338308303678,3444,Temperature,seasonal_naive
7,withdrawal,0.8364147393690815,0.6701879436579267,1040,Temperature,seasonal_naive
30,dry,1.0484017337439453,0.8214107164072998,3704,Temperature,seasonal_naive
30,onset,0.9677426709971351,0.7483347712958884,566,Temperature,seasonal_naive
30,peak,0.778166168330261,0.6254498016238778,4677,Temperature,seasonal_naive
30,pre_monsoon,1.2866982060805505,1.0278206786794184,3388,Temperature,seasonal_naive
30,withdrawal,0.849298795420844,0.6670651437596736,1126,Temperature,seasonal_naive
1,dry,0.45547875893713896,0.3994507488851154,3751,Temperature,sundial
1,onset,0.6374479092180104,0.5556249850003395,568,Temperature,sundial
1,peak,0.4451802698869572,0.3915602314977449,4659,Temperature,sundial
1,pre_monsoon,0.5750770681488545,0.5077385581908812,3452,Temperature,sundial
1,withdrawal,0.44310243957633066,0.3918832881126844,1031,Temperature,sundial
7,dry,0.7584308699248526,0.6337809423974474,3736,Temperature,sundial
7,onset,0.8041810003874665,0.6851291158005012,605,Temperature,sundial
7,peak,0.630827733311105,0.5405677867146459,4636,Temperature,sundial
7,pre_monsoon,0.8123713821686384,0.6937517860270282,3444,Temperature,sundial
7,withdrawal,0.6992992653221625,0.5892480794790498,1040,Temperature,sundial
30,dry,0.8844152183158828,0.7426553778725754,3704,Temperature,sundial
30,onset,0.7989905877541008,0.6796914791715453,566,Temperature,sundial
30,peak,0.6237452415730097,0.5282123360766185,4677,Temperature,sundial
30,pre_monsoon,0.9320075497127462,0.7992562737003805,3388,Temperature,sundial
30,withdrawal,0.6847715551328107,0.5709718631530399,1126,Temperature,sundial
1,dry,0.45861230434584205,0.3644686282706042,3751,Temperature,timesfm25
1,onset,0.6219648526005754,0.4749445850533828,568,Temperature,timesfm25
1,peak,0.4391519785454705,0.34242346083115155,4659,Temperature,timesfm25
1,pre_monsoon,0.5724022113640167,0.45428301594615045,3452,Temperature,timesfm25
1,withdrawal,0.4458838767712893,0.35789424564280614,1031,Temperature,timesfm25
7,dry,0.7488461422963636,0.5839627639324152,3736,Temperature,timesfm25
7,onset,0.8256087407467558,0.624739273624039,605,Temperature,timesfm25
7,peak,0.6254873406934165,0.49138815977528866,4636,Temperature,timesfm25
7,pre_monsoon,0.790121252458286,0.6106237629217647,3444,Temperature,timesfm25
7,withdrawal,0.7149412891601832,0.5458923507872413,1040,Temperature,timesfm25
30,dry,0.8631324066223017,0.6719381226040274,3704,Temperature,timesfm25
30,onset,0.8155039412602004,0.6227160829846287,566,Temperature,timesfm25
30,peak,0.6027454239007579,0.471996109508655,4677,Temperature,timesfm25
30,pre_monsoon,0.9240935892495769,0.7178757458348441,3388,Temperature,timesfm25
30,withdrawal,0.6929143454913734,0.5529276703447378,1126,Temperature,timesfm25
1,dry,0.4577552668603282,0.3629648680506079,3751,Temperature,tirex
1,onset,0.6274295231980788,0.4749170742809417,568,Temperature,tirex
1,peak,0.4436572940389728,0.34426665576963844,4659,Temperature,tirex
1,pre_monsoon,0.570138299495388,0.4525815073308711,3452,Temperature,tirex
1,withdrawal,0.44302296535570945,0.35740660817120495,1031,Temperature,tirex
7,dry,0.775777834824363,0.6049610236357411,3736,Temperature,tirex
7,onset,0.8320585573647556,0.6308768046505525,605,Temperature,tirex
7,peak,0.6284727689662684,0.49152806404429494,4636,Temperature,tirex
7,pre_monsoon,0.7908848601195085,0.6129757490404347,3444,Temperature,tirex
7,withdrawal,0.7268351708419164,0.5506348165794143,1040,Temperature,tirex
30,dry,0.9039473418443825,0.7102442394985148,3704,Temperature,tirex
30,onset,0.8321253617175723,0.6371196539680182,566,Temperature,tirex
30,peak,0.605396221580924,0.47044574293610586,4677,Temperature,tirex
30,pre_monsoon,0.9499753985714401,0.7346045217370514,3388,Temperature,tirex
30,withdrawal,0.6809013077551388,0.5452286885927842,1126,Temperature,tirex
1,dry,0.48941676429974534,0.3959964657540971,3751,Temperature,toto2
1,onset,0.631694880329756,0.48115938590159074,568,Temperature,toto2
1,peak,0.478185043214026,0.380204533866228,4659,Temperature,toto2
1,pre_monsoon,0.6158705979754969,0.4962036787166352,3452,Temperature,toto2
1,withdrawal,0.5176948527940751,0.43147780119786655,1031,Temperature,toto2
7,dry,0.8333765694410713,0.6556470552843889,3736,Temperature,toto2
7,onset,0.8292330297345816,0.6379304801971983,605,Temperature,toto2
7,peak,0.6651412818526593,0.5245935670051611,4636,Temperature,toto2
7,pre_monsoon,0.8438472923120685,0.6555950471302645,3444,Temperature,toto2
7,withdrawal,0.7591146851608275,0.5979090238559293,1040,Temperature,toto2
30,dry,0.9742135086797539,0.7630762584952878,3704,Temperature,toto2
30,onset,0.8550956318623605,0.6628509763518176,566,Temperature,toto2
30,peak,0.6560567680710497,0.5139574108548447,4677,Temperature,toto2
30,pre_monsoon,0.9871283551394104,0.7709696964019109,3388,Temperature,toto2
30,withdrawal,0.7727240649928389,0.6152577558474208,1126,Temperature,toto2
1,dry,0.5322409349344412,0.5322409349344412,3751,Temperature,ttm_r2
1,onset,0.6531980545921766,0.6531980545921766,568,Temperature,ttm_r2
1,peak,0.479777791690874,0.479777791690874,4659,Temperature,ttm_r2
1,pre_monsoon,0.6189188356362288,0.6189188356362288,3452,Temperature,ttm_r2
1,withdrawal,0.5036803344238387,0.5036803344238387,1031,Temperature,ttm_r2
7,dry,0.8723903803869115,0.8723903803869115,3736,Temperature,ttm_r2
7,onset,0.86755148618956,0.86755148618956,605,Temperature,ttm_r2
7,peak,0.685619587503842,0.685619587503842,4636,Temperature,ttm_r2
7,pre_monsoon,0.8674916683917476,0.8674916683917476,3444,Temperature,ttm_r2
7,withdrawal,0.7446578350666103,0.7446578350666103,1040,Temperature,ttm_r2
30,dry,1.1077583292864326,1.1077583292864326,3704,Temperature,ttm_r2
30,onset,0.866852631612161,0.866852631612161,566,Temperature,ttm_r2
30,peak,0.7452182395305078,0.7452182395305078,4677,Temperature,ttm_r2
30,pre_monsoon,1.1178257297161547,1.1178257297161547,3388,Temperature,ttm_r2
30,withdrawal,0.7532064757974141,0.7532064757974141,1126,Temperature,ttm_r2
1,dry,0.5685168958954431,0.45101959807755704,3147,Humidity,AutoARIMA
1,onset,0.6579664639447341,0.5036980066611219,492,Humidity,AutoARIMA
1,peak,0.506219926071623,0.39290950181564044,3719,Humidity,AutoARIMA
1,pre_monsoon,0.643137060465319,0.5083968392161337,2955,Humidity,AutoARIMA
1,withdrawal,0.5076531179271854,0.412845529078758,790,Humidity,AutoARIMA
7,dry,0.7927082644594435,0.6228093453302936,3104,Humidity,AutoARIMA
7,onset,0.7780631929887335,0.5934023971201873,527,Humidity,AutoARIMA
7,peak,0.6716269979583117,0.5207104183920979,3728,Humidity,AutoARIMA
7,pre_monsoon,0.8717812404559157,0.6822558636318748,2955,Humidity,AutoARIMA
7,withdrawal,0.5740805668389152,0.4706296495748833,789,Humidity,AutoARIMA
30,dry,0.7885874851034635,0.6218209315936127,2964,Humidity,AutoARIMA
30,onset,0.8415237033205845,0.6424882062549788,486,Humidity,AutoARIMA
30,peak,0.6801895197799325,0.524702498132252,3871,Humidity,AutoARIMA
30,pre_monsoon,0.9498971502906622,0.748846155037138,2943,Humidity,AutoARIMA
30,withdrawal,0.6928712801548983,0.556764280587026,839,Humidity,AutoARIMA
1,dry,0.6066233379263288,0.48137261952564725,3147,Humidity,AutoETS
1,onset,0.6609511167379122,0.5123902574822833,492,Humidity,AutoETS
1,peak,0.534933714913146,0.41827410647535873,3719,Humidity,AutoETS
1,pre_monsoon,0.677736936574819,0.5447296783703578,2955,Humidity,AutoETS
1,withdrawal,0.5279262446441428,0.43287288902837756,790,Humidity,AutoETS
7,dry,0.9351936361768046,0.7478714918732159,3104,Humidity,AutoETS
7,onset,1.0216828909946207,0.7920361783139088,527,Humidity,AutoETS
7,peak,0.813325844018992,0.6542484091675522,3728,Humidity,AutoETS
7,pre_monsoon,1.0566418324286548,0.8448689835738623,2955,Humidity,AutoETS
7,withdrawal,0.8246422655525323,0.6680627267246075,789,Humidity,AutoETS
30,dry,0.9577660840433678,0.952187730491192,2964,Humidity,AutoETS
30,onset,1.0209016643940543,0.9763559188802046,486,Humidity,AutoETS
30,peak,0.838416709681991,0.8979026623682529,3871,Humidity,AutoETS
30,pre_monsoon,1.267906911512608,1.098739148215723,2943,Humidity,AutoETS
30,withdrawal,0.7761110001220132,0.8760714357844122,839,Humidity,AutoETS
1,dry,0.6065503242124337,0.48568685712157006,3147,Humidity,AutoTheta
1,onset,0.6607959018445443,0.5144211489398199,492,Humidity,AutoTheta
1,peak,0.5350021395658886,0.42368223437210484,3719,Humidity,AutoTheta
1,pre_monsoon,0.6776313581523163,0.5453353096618913,2955,Humidity,AutoTheta
1,withdrawal,0.5281735899471861,0.4395369068356517,790,Humidity,AutoTheta
7,dry,0.9354058814184905,0.7546804291040355,3104,Humidity,AutoTheta
7,onset,1.021980441370924,0.7969784933564238,527,Humidity,AutoTheta
7,peak,0.8136462789845018,0.6618865382584724,3728,Humidity,AutoTheta
7,pre_monsoon,1.0570394428303849,0.8484499802026452,2955,Humidity,AutoTheta
7,withdrawal,0.8248398751202364,0.6741419587703377,789,Humidity,AutoTheta
30,dry,0.9594304274061747,0.9787386316670952,2964,Humidity,AutoTheta
30,onset,1.0221125243445166,1.0018088623743249,486,Humidity,AutoTheta
30,peak,0.8398750318026443,0.9239192936928164,3871,Humidity,AutoTheta
30,pre_monsoon,1.2692820981922366,1.1171193750751065,2943,Humidity,AutoTheta
30,withdrawal,0.7772859894138655,0.9025105096093056,839,Humidity,AutoTheta
1,dry,0.5930303608176021,0.5175070118902305,3147,Humidity,DLinear
1,onset,0.659239437008626,0.5779799515535411,492,Humidity,DLinear
1,peak,0.524494452203937,0.44487090957349823,3719,Humidity,DLinear
1,pre_monsoon,0.6813111327154923,0.6016554813468036,2955,Humidity,DLinear
1,withdrawal,0.5549095425517159,0.48663705746142494,790,Humidity,DLinear
7,dry,0.7900114497776889,0.7036022550122727,3104,Humidity,DLinear
7,onset,0.7495058758396699,0.6558887667387179,527,Humidity,DLinear
7,peak,0.6628421513556904,0.5783207430234503,3728,Humidity,DLinear
7,pre_monsoon,0.8549206375470209,0.7680614625861208,2955,Humidity,DLinear
7,withdrawal,0.5930070380715283,0.513423263009062,789,Humidity,DLinear
30,dry,0.7741920549887847,0.6826199229199194,2964,Humidity,DLinear
30,onset,0.7739352076315326,0.6807112526073889,486,Humidity,DLinear
30,peak,0.6509469604449605,0.5619649566631572,3871,Humidity,DLinear
30,pre_monsoon,0.9414800089972881,0.8455632878454119,2943,Humidity,DLinear
30,withdrawal,0.6888825815321777,0.600604964792542,839,Humidity,DLinear
1,dry,0.5895663099946209,0.4658221151437341,3147,Humidity,NHITS
1,onset,0.6278956888676864,0.48801386785078127,492,Humidity,NHITS
1,peak,0.5133299989892004,0.39683175897203904,3719,Humidity,NHITS
1,pre_monsoon,0.6584503831266831,0.51830208670552,2955,Humidity,NHITS
1,withdrawal,0.5322996910604062,0.4305766729416206,790,Humidity,NHITS
7,dry,0.8265667006353016,0.6462489267123255,3104,Humidity,NHITS
7,onset,0.7915091425488991,0.6158403845493845,527,Humidity,NHITS
7,peak,0.6947898830238504,0.537304720145273,3728,Humidity,NHITS
7,pre_monsoon,0.8757264494573489,0.685965986940821,2955,Humidity,NHITS
7,withdrawal,0.6169383019267942,0.497561971035972,789,Humidity,NHITS
30,dry,0.7944372819965647,0.6232440255446657,2964,Humidity,NHITS
30,onset,0.7815256522096578,0.5991302910512476,486,Humidity,NHITS
30,peak,0.6787349772734788,0.5219587689370785,3871,Humidity,NHITS
30,pre_monsoon,0.9643038407079138,0.7524202519690628,2943,Humidity,NHITS
30,withdrawal,0.6987464770548236,0.5618807269347472,839,Humidity,NHITS
1,dry,0.5806028031461433,0.45475952410186976,3147,Humidity,PatchTST
1,onset,0.639841246670924,0.4879659877413514,492,Humidity,PatchTST
1,peak,0.5176600191948295,0.40071496587562805,3719,Humidity,PatchTST
1,pre_monsoon,0.6422177645378656,0.5109577439937445,2955,Humidity,PatchTST
1,withdrawal,0.5090980752259293,0.41751889315582325,790,Humidity,PatchTST
7,dry,0.7899517600728181,0.6231051869580487,3104,Humidity,PatchTST
7,onset,0.7630114289366646,0.5842358823526379,527,Humidity,PatchTST
7,peak,0.660702199646101,0.5147047041524799,3728,Humidity,PatchTST
7,pre_monsoon,0.8598553919054803,0.674278769766172,2955,Humidity,PatchTST
7,withdrawal,0.5675556897394562,0.46906836310715744,789,Humidity,PatchTST
30,dry,0.7866673811568353,0.617809229286948,2964,Humidity,PatchTST
30,onset,0.7775155716248545,0.5998255294138483,486,Humidity,PatchTST
30,peak,0.6480251335831705,0.505506531590794,3871,Humidity,PatchTST
30,pre_monsoon,0.9335897715059198,0.7373413309653806,2943,Humidity,PatchTST
30,withdrawal,0.6637237021334929,0.5400241944485701,839,Humidity,PatchTST
1,dry,0.5773852852561462,0.4537059755475294,3147,Humidity,chronos2
1,onset,0.6461483288288405,0.4964543096486783,492,Humidity,chronos2
1,peak,0.5033943173333515,0.38899759684127333,3719,Humidity,chronos2
1,pre_monsoon,0.6459635818557657,0.5081460102202146,2955,Humidity,chronos2
1,withdrawal,0.5325701471041946,0.4278816130614479,790,Humidity,chronos2
7,dry,0.7870130157195208,0.6113783797693483,3104,Humidity,chronos2
7,onset,0.7882400629412655,0.6007307128959274,527,Humidity,chronos2
7,peak,0.6544628364026271,0.5063436290821508,3728,Humidity,chronos2
7,pre_monsoon,0.8619976422770756,0.6676848193352671,2955,Humidity,chronos2
7,withdrawal,0.605727677439791,0.4829046788355503,789,Humidity,chronos2
30,dry,0.7846633765894362,0.6173428763979033,2964,Humidity,chronos2
30,onset,0.7992670374607136,0.610362523458389,486,Humidity,chronos2
30,peak,0.63654928888708,0.4903343868871568,3871,Humidity,chronos2
30,pre_monsoon,0.9383566372575022,0.7332659797948715,2943,Humidity,chronos2
30,withdrawal,0.7195205489470093,0.570868643524275,839,Humidity,chronos2
1,dry,0.5800448991671008,0.4551166840951167,3147,Humidity,chronos_bolt
1,onset,0.6564868986154917,0.505508879008617,492,Humidity,chronos_bolt
1,peak,0.5088729361883153,0.3940210380067127,3719,Humidity,chronos_bolt
1,pre_monsoon,0.6452684952609974,0.5085748060854905,2955,Humidity,chronos_bolt
1,withdrawal,0.5434397432264243,0.4338585739293939,790,Humidity,chronos_bolt
7,dry,0.793132495441361,0.6183349854225217,3104,Humidity,chronos_bolt
7,onset,0.8202672703391453,0.627250050537458,527,Humidity,chronos_bolt
7,peak,0.6616479128111935,0.5125037200280463,3728,Humidity,chronos_bolt
7,pre_monsoon,0.8739125050040069,0.6759268655842131,2955,Humidity,chronos_bolt
7,withdrawal,0.6464982344044242,0.5096041463607414,789,Humidity,chronos_bolt
30,dry,0.807463818335651,0.6357634568350841,2964,Humidity,chronos_bolt
30,onset,0.8191748472942844,0.6279256732406189,486,Humidity,chronos_bolt
30,peak,0.6471834362834435,0.496904030762929,3871,Humidity,chronos_bolt
30,pre_monsoon,0.9472000930960177,0.7417595039646511,2943,Humidity,chronos_bolt
30,withdrawal,0.776092627657995,0.6043935264080907,839,Humidity,chronos_bolt
1,dry,0.8181815191010627,0.6453078082524579,3147,Humidity,climatology
1,onset,0.8089462792181582,0.6255754277549367,492,Humidity,climatology
1,peak,0.7044421371133216,0.5457447833846443,3719,Humidity,climatology
1,pre_monsoon,0.9227236572601593,0.7156197853982661,2955,Humidity,climatology
1,withdrawal,0.7646398066566341,0.6236573206916642,790,Humidity,climatology
7,dry,0.8481621540912972,0.6634583503351952,3104,Humidity,climatology
7,onset,0.7850718546628512,0.5982302045642356,527,Humidity,climatology
7,peak,0.7109466378211555,0.5532361588525262,3728,Humidity,climatology
7,pre_monsoon,0.887778924515735,0.6923067929267682,2955,Humidity,climatology
7,withdrawal,0.650905766365343,0.5274813791975553,789,Humidity,climatology
30,dry,0.8191621741400161,0.6459731252194566,2964,Humidity,climatology
30,onset,0.7848166951282185,0.605267726415023,486,Humidity,climatology
30,peak,0.6896328403658087,0.5375637813711,3871,Humidity,climatology
30,pre_monsoon,0.9646189477910346,0.7586229753558497,2943,Humidity,climatology
30,withdrawal,0.7530662992711717,0.6123548522908487,839,Humidity,climatology
1,dry,0.5884712552776836,0.46751131909773963,3147,Humidity,lightgbm
1,onset,0.6531207681203253,0.5062323502691466,492,Humidity,lightgbm
1,peak,0.5376154455667675,0.41297388115895906,3719,Humidity,lightgbm
1,pre_monsoon,0.678340000697911,0.5365568690927189,2955,Humidity,lightgbm
1,withdrawal,0.5477994720111764,0.442648306854273,790,Humidity,lightgbm
7,dry,0.7801831389800346,0.6119127633271757,3104,Humidity,lightgbm
7,onset,0.7639174249021589,0.5817505675005824,527,Humidity,lightgbm
7,peak,0.6865817583867883,0.530421636024665,3728,Humidity,lightgbm
7,pre_monsoon,0.8531328651683704,0.6705081719821835,2955,Humidity,lightgbm
7,withdrawal,0.5861133812256043,0.48130391206111517,789,Humidity,lightgbm
30,dry,0.7671462986310481,0.6072360611029458,2964,Humidity,lightgbm
30,onset,0.7845876372662653,0.5994676741139381,486,Humidity,lightgbm
30,peak,0.6638648448785954,0.5135301740066974,3871,Humidity,lightgbm
30,pre_monsoon,0.9394902517802338,0.7469860004821981,2943,Humidity,lightgbm
30,withdrawal,0.7101965645802472,0.5705629445037076,839,Humidity,lightgbm
1,dry,0.5763474331651375,0.4531485325513994,3147,Humidity,moirai2
1,onset,0.6341890434721823,0.4895440868961303,492,Humidity,moirai2
1,peak,0.503461589684787,0.3910462747163609,3719,Humidity,moirai2
1,pre_monsoon,0.6500932084852613,0.5113151447359968,2955,Humidity,moirai2
1,withdrawal,0.5272499687817888,0.4215336845295324,790,Humidity,moirai2
7,dry,0.798314820857052,0.6221855492259989,3104,Humidity,moirai2
7,onset,0.8239571953491165,0.6245206937090627,527,Humidity,moirai2
7,peak,0.6612778376792984,0.5152270200398247,3728,Humidity,moirai2
7,pre_monsoon,0.8997920844035959,0.6910183022839096,2955,Humidity,moirai2
7,withdrawal,0.6435303252921529,0.5065869673410703,789,Humidity,moirai2
30,dry,0.8138710547063609,0.6397221201198318,2964,Humidity,moirai2
30,onset,0.837163769398248,0.6420975714405812,486,Humidity,moirai2
30,peak,0.6609286175000056,0.516733352791615,3871,Humidity,moirai2
30,pre_monsoon,0.9762753694669247,0.7610004793726579,2943,Humidity,moirai2
30,withdrawal,0.747539766690592,0.5835411915441234,839,Humidity,moirai2
1,dry,0.6138817061107812,0.4879021256920365,3147,Humidity,naive
1,onset,0.6898764177648331,0.5403191539161106,492,Humidity,naive
1,peak,0.5511932735560371,0.43114874741312686,3719,Humidity,naive
1,pre_monsoon,0.6821060511536083,0.5506016424447371,2955,Humidity,naive
1,withdrawal,0.5051427354795588,0.40933701205392187,790,Humidity,naive
7,dry,0.9938760884869832,0.7872319653752393,3104,Humidity,naive
7,onset,1.113034523502648,0.8656074404833963,527,Humidity,naive
7,peak,0.878504924433839,0.679109735326676,3728,Humidity,naive
7,pre_monsoon,1.1061637835291376,0.8797986699738238,2955,Humidity,naive
7,withdrawal,0.9066679241874241,0.715293413977077,789,Humidity,naive
30,dry,1.109462392700623,0.8639030045643614,2964,Humidity,naive
30,onset,1.2202805519154678,0.9462192045887917,486,Humidity,naive
30,peak,0.9087854351463927,0.714463836028391,3871,Humidity,naive
30,pre_monsoon,1.379218410510251,1.08448847768027,2943,Humidity,naive
30,withdrawal,0.9721642250462827,0.7635989276810321,839,Humidity,naive
1,dry,1.080937477929892,0.8686712310242893,3147,Humidity,seasonal_naive
1,onset,1.0650204184723187,0.8349905125531619,492,Humidity,seasonal_naive
1,peak,0.8632191385621542,0.6847966773761355,3719,Humidity,seasonal_naive
1,pre_monsoon,1.1959731582258901,0.9444257771768367,2955,Humidity,seasonal_naive
1,withdrawal,0.8545813102118266,0.7015491413564087,790,Humidity,seasonal_naive
7,dry,0.9893240001572595,0.7874010481251015,3104,Humidity,seasonal_naive
7,onset,0.9051996409458863,0.7049728908871766,527,Humidity,seasonal_naive
7,peak,0.8726869314918198,0.6902052222548025,3728,Humidity,seasonal_naive
7,pre_monsoon,1.2501856608032416,0.9954165061208835,2955,Humidity,seasonal_naive
7,withdrawal,0.7775392857790769,0.6451525643476389,789,Humidity,seasonal_naive
30,dry,1.0904897564789167,0.8677902416018821,2964,Humidity,seasonal_naive
30,onset,0.9912667612815683,0.76272685567856,486,Humidity,seasonal_naive
