track,var,lead,model,CRPSS,ci_lo,ci_hi,beats_climatology_95
nasa_power_bmd,PRECTOTCORR,30,AutoARIMA,-0.10275088770375995,-0.24053260172603583,0.002637403765964582,False
nasa_power_bmd,PRECTOTCORR,1,NHITS,0.2702779373445935,0.23011603119299118,0.30500459862416834,True
nasa_power_bmd,PRECTOTCORR,7,NHITS,0.06962034655740723,0.03545748080619274,0.10067052881055294,True
nasa_power_bmd,PRECTOTCORR,30,NHITS,0.05340722393507613,0.013252065310591086,0.0890510649160809,True
nasa_power_bmd,RH2M,1,chronos2,0.6231160706594228,0.5788114062800701,0.6651437442466137,True
nasa_power_bmd,RH2M,7,chronos2,0.4083188545742342,0.32438552639447615,0.48117041298411417,True
nasa_power_bmd,RH2M,30,chronos2,0.34759154927389413,0.26359574780603706,0.4182676659510322,True
nasa_power_bmd,RH2M,1,tirex,0.6240983794389481,0.5797471444674502,0.6666890096277639,True
nasa_power_bmd,RH2M,7,tirex,0.4019910537663056,0.31801674825711934,0.4741491443501613,True
nasa_power_bmd,RH2M,30,tirex,0.327016637568597,0.23053798865200908,0.3997907824530541,True
nasa_power_bmd,RH2M,1,timesfm25,0.6240750070037313,0.5813599447203567,0.6655208965405789,True
nasa_power_bmd,RH2M,7,timesfm25,0.4092479160482281,0.3264920970126536,0.4809938729259394,True
nasa_power_bmd,RH2M,30,timesfm25,0.356361589248695,0.27630372868952496,0.4232668787300822,True
nasa_power_bmd,RH2M,1,toto2,0.6254363012651891,0.5811327373017328,0.6678606677101449,True
nasa_power_bmd,RH2M,7,toto2,0.40955681070509764,0.32642618313654653,0.4835420489570695,True
nasa_power_bmd,RH2M,30,toto2,0.344580989048602,0.25485799305180723,0.41541078037283186,True
nasa_power_bmd,RH2M,1,moirai2,0.6196403961076175,0.5755619367013523,0.6618846359071262,True
nasa_power_bmd,RH2M,7,moirai2,0.40500957172299423,0.3217089126363059,0.4763226337828572,True
nasa_power_bmd,RH2M,30,moirai2,0.3567691784092458,0.2692678889097528,0.42768029833154136,True
nasa_power_bmd,RH2M,1,chronos_bolt,0.617859124876668,0.5728250185855311,0.6612502976303043,True
nasa_power_bmd,RH2M,7,chronos_bolt,0.4014645393549019,0.31562635023373103,0.4742121719833908,True
nasa_power_bmd,RH2M,30,chronos_bolt,0.32573756294222445,0.23061109484882245,0.4018267651088824,True
nasa_power_bmd,RH2M,1,PatchTST,0.6118504454964546,0.5657261901917844,0.6562522634142733,True
nasa_power_bmd,RH2M,7,PatchTST,0.3776826582073145,0.2995560481914671,0.4476141593545318,True
nasa_power_bmd,RH2M,30,PatchTST,0.29752246744070243,0.21241540558013716,0.3648568325906691,True
nasa_power_bmd,RH2M,1,AutoARIMA,0.6080380914327448,0.5615962766653173,0.6524994644771241,True
nasa_power_bmd,RH2M,7,AutoARIMA,0.3548148490744033,0.2659232007938789,0.43675996074260254,True
nasa_power_bmd,RH2M,30,AutoARIMA,0.21922087609841812,0.12756402254293722,0.2944276751993036,True
nasa_power_bmd,RH2M,1,NHITS,0.5951473520086082,0.5506968211824067,0.6379214728280634,True
nasa_power_bmd,RH2M,7,NHITS,0.32569152334555695,0.24618077698897345,0.40070492127213825,True
nasa_power_bmd,RH2M,30,NHITS,0.2392271165657902,0.16388514956361114,0.30151419249158745,True
nasa_power_bmd,T2M,1,chronos2,0.5249552325095956,0.4936330839119548,0.5594214824865675,True
nasa_power_bmd,T2M,7,chronos2,0.15331075267056438,0.09284411220040735,0.21887556023490046,True
nasa_power_bmd,T2M,30,chronos2,0.06454644477875204,-0.007385425558983849,0.13744674730784673,False
nasa_power_bmd,T2M,1,tirex,0.5406967463147416,0.5046667252110763,0.5802294771237283,True
nasa_power_bmd,T2M,7,tirex,0.1309689664376109,0.06539142362370341,0.19949486070150346,True
nasa_power_bmd,T2M,30,tirex,0.022224746563994757,-0.04585289145339694,0.09535950522059666,False
nasa_power_bmd,T2M,1,timesfm25,0.540112337310374,0.5062228003051783,0.5780037311521667,True
nasa_power_bmd,T2M,7,timesfm25,0.14553424443853624,0.08519536924792658,0.21316300655961787,True
nasa_power_bmd,T2M,30,timesfm25,0.04868695166080561,-0.013324957624067456,0.116570651964015,False
nasa_power_bmd,T2M,1,toto2,0.5420477742068434,0.506809807815986,0.5803746373414053,True
nasa_power_bmd,T2M,7,toto2,0.13070124454589582,0.06803102163615264,0.19960464572868014,True
nasa_power_bmd,T2M,30,toto2,-0.006359660350647944,-0.07863933194230002,0.06628750993157703,False
nasa_power_bmd,T2M,1,moirai2,0.5286871870368584,0.4945350202299316,0.5653682612038538,True
nasa_power_bmd,T2M,7,moirai2,0.09815051856377233,0.033534783363541334,0.17170452513256115,True
nasa_power_bmd,T2M,30,moirai2,-0.09092731434904477,-0.18271651844471312,0.017600120452804357,False
nasa_power_bmd,T2M,1,chronos_bolt,0.5266271582573046,0.488466848340751,0.5683422176546308,True
nasa_power_bmd,T2M,7,chronos_bolt,0.0998956498767144,0.03106608317959037,0.17644411127280743,True
nasa_power_bmd,T2M,30,chronos_bolt,-0.12205919513319419,-0.2192573440010191,-0.02513520216130714,False
nasa_power_bmd,T2M,1,PatchTST,0.5134787509101539,0.47291326300156944,0.5557022660737129,True
nasa_power_bmd,T2M,7,PatchTST,0.10352688101147522,0.05873633291438533,0.15164648102584258,True
nasa_power_bmd,T2M,30,PatchTST,0.020399278019012312,-0.01626208088282944,0.05488139683575312,False
nasa_power_bmd,T2M,1,AutoARIMA,0.530333925202819,0.48916391334197556,0.5703323993283145,True
nasa_power_bmd,T2M,7,AutoARIMA,0.09953577199332375,0.04278689153135509,0.16013491688662915,True
nasa_power_bmd,T2M,30,AutoARIMA,-0.05140686751700363,-0.11833544362343243,0.007925209251477588,False
nasa_power_bmd,T2M,1,NHITS,0.47761202909420697,0.4397869430752394,0.5179529200410458,True
nasa_power_bmd,T2M,7,NHITS,-0.05571526337552424,-0.10679767318125755,0.006660090779337254,False
nasa_power_bmd,T2M,30,NHITS,-0.11338134428869284,-0.160160263766359,-0.07080570045509385,False
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,chronos2,0.29668214476834454,0.2549273909201595,0.3333561849330994,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,chronos2,0.09131001602177657,0.04421349063894941,0.13575772247124893,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,chronos2,0.1048706982203994,0.06496285577051923,0.14079191921404013,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,tirex,0.3114739354870455,0.2709697754044756,0.34782099288399193,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,tirex,0.09426894269165798,0.05094407378950796,0.13567039447749382,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,tirex,0.107998546577878,0.0745043640753461,0.1392718796793179,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,timesfm25,0.27713978775462567,0.23786411473702837,0.31449632870481,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,timesfm25,0.07899538496042302,0.03785769106885192,0.11916384714464606,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,timesfm25,0.09180969098172642,0.05716845740759856,0.12416629251555171,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,toto2,0.3116456239636648,0.26962661091025825,0.34791270496347293,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,toto2,0.09405078768779462,0.048060661571159,0.137521999448816,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,toto2,0.10234172412239217,0.06860327055268725,0.1333145847403102,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,moirai2,0.285789136611988,0.24681763783288568,0.316540348378002,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,moirai2,0.08078607260753579,0.04274703977574455,0.11873774999999687,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,moirai2,0.07117000584910604,0.03822982836670571,0.09995934912427719,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,chronos_bolt,0.25761947315957046,0.22255664943328587,0.2918143285701508,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,chronos_bolt,0.08219960511076085,0.044112944189663245,0.11948770979330012,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,chronos_bolt,0.09067101515868214,0.062892408796475,0.11815585907864803,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,PatchTST,0.2841942464499779,0.23842712079784384,0.3239825812318936,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,PatchTST,-0.014327036577248986,-0.06809699822825686,0.035104404305482714,False
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,PatchTST,-0.013078064370778408,-0.06159214766105915,0.030690056513246577,False
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,AutoARIMA,0.12860744507532829,0.021732134238414677,0.20398113777688298,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,AutoARIMA,-0.13580707593695207,-0.3012967110542226,-0.02565718353955019,False
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,AutoARIMA,-0.09986515804085894,-0.23512172287212105,0.00020972688295788373,False
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,NHITS,0.26547485943977234,0.22767325655764933,0.2977709218052669,True
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,NHITS,0.019562046773059394,-0.011425710051626292,0.04525257024713638,False
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,NHITS,0.044326238834694665,0.010654577228682953,0.07550628978531479,True
nasa_power_ghcn_bangladesh,T2M,1,chronos2,0.5191604301794874,0.48713988501492816,0.5555909289267902,True
nasa_power_ghcn_bangladesh,T2M,7,chronos2,0.14820581974958813,0.08606368232416337,0.2176307104160799,True
nasa_power_ghcn_bangladesh,T2M,30,chronos2,0.06071012982420232,-0.01137549803255184,0.1346208258756624,False
nasa_power_ghcn_bangladesh,T2M,1,tirex,0.5341103494796567,0.4964241997868477,0.5755771269134883,True
nasa_power_ghcn_bangladesh,T2M,7,tirex,0.12848864088053624,0.06098525572691599,0.2016448768193224,True
nasa_power_ghcn_bangladesh,T2M,30,tirex,0.02651935532320726,-0.03977613919879744,0.10212018228661562,False
nasa_power_ghcn_bangladesh,T2M,1,timesfm25,0.5336657532502403,0.4972742533894412,0.5736563832153962,True
nasa_power_ghcn_bangladesh,T2M,7,timesfm25,0.14108258637882554,0.07795644559175482,0.21172642957882754,True
nasa_power_ghcn_bangladesh,T2M,30,timesfm25,0.04634267066435749,-0.019277180179610824,0.11806582242733683,False
nasa_power_ghcn_bangladesh,T2M,1,toto2,0.534726537139025,0.49774411335638713,0.574889761710113,True
nasa_power_ghcn_bangladesh,T2M,7,toto2,0.12397850800378751,0.058755149780326255,0.1947489936328464,True
nasa_power_ghcn_bangladesh,T2M,30,toto2,-0.01432000926628585,-0.0871853268789739,0.06206530267781252,False
nasa_power_ghcn_bangladesh,T2M,1,moirai2,0.5225264492963044,0.48789882505679294,0.560949330028619,True
nasa_power_ghcn_bangladesh,T2M,7,moirai2,0.09889053316401686,0.033289053545473034,0.17525482182766264,True
nasa_power_ghcn_bangladesh,T2M,30,moirai2,-0.06819651388287129,-0.15591336860064214,0.03713387599946364,False
nasa_power_ghcn_bangladesh,T2M,1,chronos_bolt,0.5209382462675461,0.48184204616120274,0.5650533664543784,True
nasa_power_ghcn_bangladesh,T2M,7,chronos_bolt,0.09870476523342564,0.024719010334699035,0.1784837596453149,True
nasa_power_ghcn_bangladesh,T2M,30,chronos_bolt,-0.11136175102845214,-0.21140197178001877,-0.011792644026338417,False
nasa_power_ghcn_bangladesh,T2M,1,PatchTST,0.5096030812530051,0.46827009096084393,0.5551927989905242,True
nasa_power_ghcn_bangladesh,T2M,7,PatchTST,0.11766141462866342,0.05883495221999843,0.18018359373709164,True
nasa_power_ghcn_bangladesh,T2M,30,PatchTST,0.006180780171253786,-0.037069189923881994,0.04469246726692156,False
nasa_power_ghcn_bangladesh,T2M,1,AutoARIMA,0.5253820661594649,0.4845096057319235,0.56768380291088,True
nasa_power_ghcn_bangladesh,T2M,7,AutoARIMA,0.09904751504748988,0.03835251274142638,0.16363603675689808,True
nasa_power_ghcn_bangladesh,T2M,30,AutoARIMA,-0.04614481966607764,-0.11348786409398645,0.013324655726256966,False
nasa_power_ghcn_bangladesh,T2M,1,NHITS,0.46252137293835505,0.42416874281308103,0.5058625422796975,True
nasa_power_ghcn_bangladesh,T2M,7,NHITS,-0.0483955198831294,-0.10580000197608928,0.009433261144252,False
nasa_power_ghcn_bangladesh,T2M,30,NHITS,-0.13169999174991398,-0.18439846973286586,-0.08541935750162911,False
nasa_power_ghcn_temperate,PRECTOTCORR,1,chronos2,0.06288250276061147,0.05280186525012821,0.07446337676749383,True
nasa_power_ghcn_temperate,PRECTOTCORR,7,chronos2,-0.012816066928052816,-0.018118897839548037,-0.00825048483952801,False
nasa_power_ghcn_temperate,PRECTOTCORR,30,chronos2,-0.01623542602487449,-0.02065287277219906,-0.012646413021408771,False
nasa_power_ghcn_temperate,PRECTOTCORR,1,tirex,0.07686353573439364,0.06498966739154231,0.09114165638497851,True
nasa_power_ghcn_temperate,PRECTOTCORR,7,tirex,-0.009777988736400234,-0.014767541736707496,-0.0051088395276604305,False
nasa_power_ghcn_temperate,PRECTOTCORR,30,tirex,-0.0132719816555662,-0.017503272363182925,-0.009836818939906893,False
nasa_power_ghcn_temperate,PRECTOTCORR,1,timesfm25,0.050636582250920825,0.040275658682424456,0.06281758954303006,True
nasa_power_ghcn_temperate,PRECTOTCORR,7,timesfm25,-0.015986941451145986,-0.02121223600631287,-0.010171282060952047,False
nasa_power_ghcn_temperate,PRECTOTCORR,30,timesfm25,-0.017841193642445408,-0.02230331155175184,-0.013619865415689304,False
nasa_power_ghcn_temperate,PRECTOTCORR,1,toto2,0.07143668993926577,0.05761864140571084,0.08717046026255983,True
nasa_power_ghcn_temperate,PRECTOTCORR,7,toto2,-0.015590569469008164,-0.021531594607166714,-0.009885625814321234,False
nasa_power_ghcn_temperate,PRECTOTCORR,30,toto2,-0.02063497897154165,-0.02701247735345203,-0.01604682277892735,False
nasa_power_ghcn_temperate,PRECTOTCORR,1,moirai2,0.06575762863569912,0.05494754094669301,0.07759408135540134,True
nasa_power_ghcn_temperate,PRECTOTCORR,7,moirai2,-0.0131361303905988,-0.017929738432068597,-0.007980989106579062,False
nasa_power_ghcn_temperate,PRECTOTCORR,30,moirai2,-0.01992897401171212,-0.02429744824446467,-0.015577279215447784,False
nasa_power_ghcn_temperate,PRECTOTCORR,1,chronos_bolt,0.05524608188174229,0.04716306604985698,0.06487583940999476,True
nasa_power_ghcn_temperate,PRECTOTCORR,7,chronos_bolt,-0.013890241691378868,-0.01917724579106141,-0.008918523959198366,False
nasa_power_ghcn_temperate,PRECTOTCORR,30,chronos_bolt,-0.01954790023759667,-0.023921762499073025,-0.015786663562592406,False
nasa_power_ghcn_temperate,PRECTOTCORR,1,PatchTST,0.048864388450645,0.03419670913408311,0.06428931694702758,True
nasa_power_ghcn_temperate,PRECTOTCORR,7,PatchTST,-0.032913424908271205,-0.0419314203724633,-0.025733312358715104,False
nasa_power_ghcn_temperate,PRECTOTCORR,30,PatchTST,-0.05493876929562491,-0.0657063312750936,-0.046332630135043316,False
nasa_power_ghcn_temperate,PRECTOTCORR,1,AutoARIMA,-0.10189551455517476,-0.13068021622630116,-0.0796450118471659,False
nasa_power_ghcn_temperate,PRECTOTCORR,7,AutoARIMA,-0.14726976697086647,-0.1814911466534151,-0.12208925513960653,False
nasa_power_ghcn_temperate,PRECTOTCORR,30,AutoARIMA,-0.14273620851281588,-0.17690577810962493,-0.11899729592915977,False
nasa_power_ghcn_temperate,PRECTOTCORR,1,NHITS,0.06431978582059528,0.05234337539371031,0.07764147668070659,True
nasa_power_ghcn_temperate,PRECTOTCORR,7,NHITS,-0.018504302666374928,-0.023921617911058117,-0.014268998591485163,False
nasa_power_ghcn_temperate,PRECTOTCORR,30,NHITS,-0.020601692706947894,-0.025845836352926716,-0.016288950440563475,False
nasa_power_ghcn_temperate,T2M,1,chronos2,0.4619562219426747,0.44206091767592676,0.4846588478741198,True
nasa_power_ghcn_temperate,T2M,7,chronos2,0.07931231755006085,0.04982864940669206,0.11037123232828187,True
nasa_power_ghcn_temperate,T2M,30,chronos2,0.057267666577961784,0.02920615520289278,0.08058031115459124,True
nasa_power_ghcn_temperate,T2M,1,tirex,0.4714762958282046,0.44956157544841807,0.4952092977371241,True
nasa_power_ghcn_temperate,T2M,7,tirex,0.073607869559429,0.04545940872579124,0.10506279441363005,True
nasa_power_ghcn_temperate,T2M,30,tirex,0.04637122614417044,0.0182302037287746,0.0696503442729723,True
nasa_power_ghcn_temperate,T2M,1,timesfm25,0.4647965413103813,0.4434226690543897,0.4877976198329056,True
nasa_power_ghcn_temperate,T2M,7,timesfm25,0.0728879316349339,0.04187150890453851,0.1055835453342043,True
nasa_power_ghcn_temperate,T2M,30,timesfm25,0.047712588586366844,0.015906531141043106,0.07357212776774656,True
nasa_power_ghcn_temperate,T2M,1,toto2,0.4668894888363281,0.4454133463491949,0.4905759123313494,True
nasa_power_ghcn_temperate,T2M,7,toto2,0.047434050286504714,0.015139093145696184,0.08211383270230167,True
nasa_power_ghcn_temperate,T2M,30,toto2,0.007061726066624474,-0.033653005063025945,0.04134025750308062,False
nasa_power_ghcn_temperate,T2M,1,moirai2,0.46260220528190077,0.44120684861253245,0.4847364840398514,True
nasa_power_ghcn_temperate,T2M,7,moirai2,0.06322001695645774,0.03208392195174644,0.09705122929085946,True
nasa_power_ghcn_temperate,T2M,30,moirai2,0.024345698049154096,-0.012380915892187715,0.05667296094672964,False
nasa_power_ghcn_temperate,T2M,1,chronos_bolt,0.4620992718232003,0.4410701276183528,0.48517746121056154,True
nasa_power_ghcn_temperate,T2M,7,chronos_bolt,0.07698618953883818,0.04770586112623095,0.10770403074915155,True
nasa_power_ghcn_temperate,T2M,30,chronos_bolt,0.047464411396693884,0.017079970843315286,0.0722403699016039,True
nasa_power_ghcn_temperate,T2M,1,PatchTST,0.44528788341435266,0.42227662134252053,0.4688132451285431,True
nasa_power_ghcn_temperate,T2M,7,PatchTST,0.060858072528752305,0.02948893230464885,0.09346488731940296,True
nasa_power_ghcn_temperate,T2M,30,PatchTST,0.03651568141207828,0.0027188944623950328,0.06328458545242242,True
nasa_power_ghcn_temperate,T2M,1,AutoARIMA,0.4647329024240584,0.44329949846580297,0.4875441586671765,True
nasa_power_ghcn_temperate,T2M,7,AutoARIMA,0.06337771205141607,0.03363455373235646,0.09455077225252796,True
nasa_power_ghcn_temperate,T2M,30,AutoARIMA,0.04086424087788576,0.010876873119734167,0.06821444978204247,True
nasa_power_ghcn_temperate,T2M,1,NHITS,0.432296736043545,0.41150744413021445,0.4537552013108114,True
nasa_power_ghcn_temperate,T2M,7,NHITS,-0.05208194531488042,-0.08040693702899518,-0.021249358714527218,False
nasa_power_ghcn_temperate,T2M,30,NHITS,-0.06167451706246596,-0.08580160421476445,-0.033759315848104245,False
