track,var,lead,model,CRPSS_vs_clim
nasa_power_bmd,PRECTOTCORR,3,moirai2,0.1277326301560269
nasa_power_bmd,PRECTOTCORR,7,moirai2,0.1003790670374263
nasa_power_bmd,PRECTOTCORR,14,moirai2,0.096410124543509
nasa_power_bmd,PRECTOTCORR,30,moirai2,0.085776949754712
nasa_power_bmd,PRECTOTCORR,1,sundial,0.262094302411595
nasa_power_bmd,PRECTOTCORR,3,sundial,0.04962722241477
nasa_power_bmd,PRECTOTCORR,7,sundial,0.0170664306962766
nasa_power_bmd,PRECTOTCORR,14,sundial,0.0244327186310815
nasa_power_bmd,PRECTOTCORR,30,sundial,0.0466922577972097
nasa_power_bmd,PRECTOTCORR,1,timesfm25,0.295435358814153
nasa_power_bmd,PRECTOTCORR,3,timesfm25,0.1310311299325817
nasa_power_bmd,PRECTOTCORR,7,timesfm25,0.0967386140275009
nasa_power_bmd,PRECTOTCORR,14,timesfm25,0.0943345373156662
nasa_power_bmd,PRECTOTCORR,30,timesfm25,0.1028309857003613
nasa_power_bmd,PRECTOTCORR,1,tirex,0.3269039044999154
nasa_power_bmd,PRECTOTCORR,3,tirex,0.1419453422081212
nasa_power_bmd,PRECTOTCORR,7,tirex,0.1126198243735685
nasa_power_bmd,PRECTOTCORR,14,tirex,0.1154972201378919
nasa_power_bmd,PRECTOTCORR,30,tirex,0.1179752099083925
nasa_power_bmd,PRECTOTCORR,1,toto2,0.3269466016020287
nasa_power_bmd,PRECTOTCORR,3,toto2,0.1362093807579529
nasa_power_bmd,PRECTOTCORR,7,toto2,0.1096274357534626
nasa_power_bmd,PRECTOTCORR,14,toto2,0.1092858488599298
nasa_power_bmd,PRECTOTCORR,30,toto2,0.1122249918056614
nasa_power_bmd,PRECTOTCORR,1,ttm_r2,-0.0180957342533036
nasa_power_bmd,PRECTOTCORR,3,ttm_r2,-0.2133685760195232
nasa_power_bmd,PRECTOTCORR,7,ttm_r2,-0.2926161788150192
nasa_power_bmd,PRECTOTCORR,14,ttm_r2,-0.2919441535815008
nasa_power_bmd,PRECTOTCORR,30,ttm_r2,-0.2697883405096533
nasa_power_bmd,T2M,1,AutoARIMA,0.530333925202819
nasa_power_bmd,T2M,3,AutoARIMA,0.2410614807900301
nasa_power_bmd,T2M,7,AutoARIMA,0.0995357719933237
nasa_power_bmd,T2M,14,AutoARIMA,0.0308725017087548
nasa_power_bmd,T2M,30,AutoARIMA,-0.051406867517004
nasa_power_bmd,T2M,1,NHITS,0.4776120290942071
nasa_power_bmd,T2M,3,NHITS,0.1216450003893092
nasa_power_bmd,T2M,7,NHITS,-0.0557152633755242
nasa_power_bmd,T2M,14,NHITS,-0.0901582760244106
nasa_power_bmd,T2M,30,NHITS,-0.113381344288693
nasa_power_bmd,T2M,1,PatchTST,0.5134787509101539
nasa_power_bmd,T2M,3,PatchTST,0.2436762810617548
nasa_power_bmd,T2M,7,PatchTST,0.1035268810114752
nasa_power_bmd,T2M,14,PatchTST,0.0647402041373514
nasa_power_bmd,T2M,30,PatchTST,0.0203992780190122
nasa_power_bmd,T2M,1,chronos2,0.5249552325095954
nasa_power_bmd,T2M,3,chronos2,0.2686446141512499
nasa_power_bmd,T2M,7,chronos2,0.1533107526705641
nasa_power_bmd,T2M,14,chronos2,0.101728031915244
nasa_power_bmd,T2M,30,chronos2,0.0645464447787518
nasa_power_bmd,T2M,1,chronos_bolt,0.5266271582573046
nasa_power_bmd,T2M,3,chronos_bolt,0.2562636805425159
nasa_power_bmd,T2M,7,chronos_bolt,0.0998956498767144
nasa_power_bmd,T2M,14,chronos_bolt,0.0019906824978712
nasa_power_bmd,T2M,30,chronos_bolt,-0.1220591951331944
nasa_power_bmd,T2M,1,moirai2,0.5286871870368585
nasa_power_bmd,T2M,3,moirai2,0.2631778195762375
nasa_power_bmd,T2M,7,moirai2,0.0981505185637723
nasa_power_bmd,T2M,14,moirai2,0.0069580254853602
nasa_power_bmd,T2M,30,moirai2,-0.090927314349045
nasa_power_bmd,T2M,1,sundial,0.4842306542451569
nasa_power_bmd,T2M,3,sundial,0.1824354493750877
nasa_power_bmd,T2M,7,sundial,0.061083511033519
nasa_power_bmd,T2M,14,sundial,-0.0079983021036376
nasa_power_bmd,T2M,30,sundial,-0.0520733868617173
nasa_power_bmd,T2M,1,timesfm25,0.540112337310374
nasa_power_bmd,T2M,3,timesfm25,0.2694308937487002
nasa_power_bmd,T2M,7,timesfm25,0.1455342444385362
nasa_power_bmd,T2M,14,timesfm25,0.0903147726776941
nasa_power_bmd,T2M,30,timesfm25,0.0486869516608055
nasa_power_bmd,T2M,1,tirex,0.5406967463147416
nasa_power_bmd,T2M,3,tirex,0.2642888941995882
nasa_power_bmd,T2M,7,tirex,0.1309689664376111
nasa_power_bmd,T2M,14,tirex,0.072113265277767
nasa_power_bmd,T2M,30,tirex,0.0222247465639945
nasa_power_bmd,T2M,1,toto2,0.5420477742068434
nasa_power_bmd,T2M,3,toto2,0.2580160755272243
nasa_power_bmd,T2M,7,toto2,0.1307012445458959
nasa_power_bmd,T2M,14,toto2,0.067038572020089
nasa_power_bmd,T2M,30,toto2,-0.0063596603506479
nasa_power_bmd,T2M,1,ttm_r2,0.3654908038898152
nasa_power_bmd,T2M,3,ttm_r2,0.0142953105195728
nasa_power_bmd,T2M,7,ttm_r2,-0.2750827786523993
nasa_power_bmd,T2M,14,ttm_r2,-0.4128149330897337
nasa_power_bmd,T2M,30,ttm_r2,-0.621922845284258
nasa_power_bmd,RH2M,1,AutoARIMA,0.6080380914327448
nasa_power_bmd,RH2M,3,AutoARIMA,0.4416167181824388
nasa_power_bmd,RH2M,7,AutoARIMA,0.3548148490744034
nasa_power_bmd,RH2M,14,AutoARIMA,0.3027386085561079
nasa_power_bmd,RH2M,30,AutoARIMA,0.2192208760984181
nasa_power_bmd,RH2M,1,NHITS,0.5951473520086081
nasa_power_bmd,RH2M,3,NHITS,0.4191636115039312
nasa_power_bmd,RH2M,7,NHITS,0.325691523345557
nasa_power_bmd,RH2M,14,NHITS,0.2643558856346448
nasa_power_bmd,RH2M,30,NHITS,0.2392271165657902
nasa_power_bmd,RH2M,1,PatchTST,0.6118504454964546
nasa_power_bmd,RH2M,3,PatchTST,0.4620859496168903
nasa_power_bmd,RH2M,7,PatchTST,0.3776826582073146
nasa_power_bmd,RH2M,14,PatchTST,0.3382915905314799
nasa_power_bmd,RH2M,30,PatchTST,0.2975224674407024
nasa_power_bmd,RH2M,1,chronos2,0.6231160706594228
nasa_power_bmd,RH2M,3,chronos2,0.4811723966208646
nasa_power_bmd,RH2M,7,chronos2,0.4083188545742342
nasa_power_bmd,RH2M,14,chronos2,0.3764090346653784
nasa_power_bmd,RH2M,30,chronos2,0.3475915492738942
nasa_power_bmd,RH2M,1,chronos_bolt,0.617859124876668
nasa_power_bmd,RH2M,3,chronos_bolt,0.4772453644176582
nasa_power_bmd,RH2M,7,chronos_bolt,0.401464539354902
nasa_power_bmd,RH2M,14,chronos_bolt,0.3682738245031357
nasa_power_bmd,RH2M,30,chronos_bolt,0.3257375629422244
nasa_power_bmd,RH2M,1,moirai2,0.6196403961076175
nasa_power_bmd,RH2M,3,moirai2,0.4812359207146924
nasa_power_bmd,RH2M,7,moirai2,0.4050095717229943
nasa_power_bmd,RH2M,14,moirai2,0.3728193681066772
nasa_power_bmd,RH2M,30,moirai2,0.3567691784092458
nasa_power_bmd,RH2M,1,sundial,0.5855527295039658
nasa_power_bmd,RH2M,3,sundial,0.4333656282922075
nasa_power_bmd,RH2M,7,sundial,0.3516789300714332
nasa_power_bmd,RH2M,14,sundial,0.3186383962423947
nasa_power_bmd,RH2M,30,sundial,0.2885380105328632
nasa_power_bmd,RH2M,1,timesfm25,0.6240750070037314
nasa_power_bmd,RH2M,3,timesfm25,0.4829844196951146
nasa_power_bmd,RH2M,7,timesfm25,0.4092479160482283
nasa_power_bmd,RH2M,14,timesfm25,0.3813128154500145
nasa_power_bmd,RH2M,30,timesfm25,0.3563615892486949
nasa_power_bmd,RH2M,1,tirex,0.6240983794389481
nasa_power_bmd,RH2M,3,tirex,0.4783636232253981
nasa_power_bmd,RH2M,7,tirex,0.4019910537663056
nasa_power_bmd,RH2M,14,tirex,0.364748343307122
nasa_power_bmd,RH2M,30,tirex,0.3270166375685971
nasa_power_bmd,RH2M,1,toto2,0.6254363012651891
nasa_power_bmd,RH2M,3,toto2,0.4816675325880027
nasa_power_bmd,RH2M,7,toto2,0.4095568107050976
nasa_power_bmd,RH2M,14,toto2,0.3793210666527441
nasa_power_bmd,RH2M,30,toto2,0.344580989048602
nasa_power_bmd,RH2M,1,ttm_r2,0.4678628665186303
nasa_power_bmd,RH2M,3,ttm_r2,0.3207042423898694
nasa_power_bmd,RH2M,7,ttm_r2,0.206425565635801
nasa_power_bmd,RH2M,14,ttm_r2,0.1519872466175734
nasa_power_bmd,RH2M,30,ttm_r2,0.1072863477737033
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,AutoARIMA,0.1812915704511947
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,AutoARIMA,-0.0012958853707616
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,AutoARIMA,-0.0001497943751735
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,AutoARIMA,-0.0025454021459114
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,AutoARIMA,-0.0107792585699058
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,NHITS,0.1699771705325717
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,NHITS,-0.0598665931079578
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,NHITS,-0.0558567640103986
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,NHITS,-0.0441325940385906
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,NHITS,-0.0537785135311046
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,PatchTST,0.1757520514439851
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,PatchTST,0.0234974734733567
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,PatchTST,0.041240745527745
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,PatchTST,0.0365316648250579
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,PatchTST,0.0207006718424648
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,chronos2,0.2297639840584024
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,chronos2,0.0514526291659758
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,chronos2,0.0408118639460343
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,chronos2,0.0437770987675689
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,chronos2,0.0405081773470006
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,chronos_bolt,0.2254921004745191
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,chronos_bolt,0.0375533002130892
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,chronos_bolt,0.0233989764262222
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,chronos_bolt,0.0236406133713901
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,chronos_bolt,0.0198858482741225
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,moirai2,0.2268155739744068
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,moirai2,0.0521113007258072
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,moirai2,0.0487319982573654
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,moirai2,0.0564135269731072
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,moirai2,0.0413489302498091
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,sundial,0.1651643097517842
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,sundial,-0.040089176585488
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,sundial,-0.0338024318601222
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,sundial,-0.0336668826102597
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,sundial,-0.0496262148975286
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,timesfm25,0.2241905299535894
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,timesfm25,0.0456236624272728
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,timesfm25,0.0387777166209831
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,timesfm25,0.0429812718004051
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,timesfm25,0.0361331617461231
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,tirex,0.2321993719562362
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,tirex,0.0451135048270107
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,tirex,0.0366433068803407
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,tirex,0.0383018147419963
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,tirex,0.0309915843475381
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,toto2,0.237781637674438
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,toto2,0.0384941382486784
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,toto2,0.0377430242249521
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,toto2,0.0400874449659955
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,toto2,0.033898296252305
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,ttm_r2,-0.0254064233143966
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,ttm_r2,-0.2748619703826114
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,ttm_r2,-0.3027207474194227
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,ttm_r2,-0.2872173825127861
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,ttm_r2,-0.275994649646625
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,AutoARIMA,0.1286074450753282
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,AutoARIMA,-0.0872149486799023
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,AutoARIMA,-0.1358070759369518
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,AutoARIMA,-0.1428376593555365
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,AutoARIMA,-0.0998651580408591
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,NHITS,0.2654748594397723
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,NHITS,0.0631569667960549
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,NHITS,0.0195620467730593
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,NHITS,0.0397238619587562
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,NHITS,0.0443262388346945
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,PatchTST,0.2841942464499778
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,PatchTST,0.0778892461576005
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,PatchTST,-0.0143270365772487
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,PatchTST,0.0212201585704648
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,PatchTST,-0.0130780643707784
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,chronos2,0.2966821447683445
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,chronos2,0.1229069662795027
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,chronos2,0.0913100160217768
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,chronos2,0.0936151205534775
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,chronos2,0.1048706982203993
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,chronos_bolt,0.2576194731595704
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,chronos_bolt,0.110279852258797
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,chronos_bolt,0.0821996051107609
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,chronos_bolt,0.0859510528702801
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,chronos_bolt,0.0906710151586818
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,moirai2,0.2857891366119881
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,moirai2,0.1099327610080048
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,moirai2,0.0807860726075359
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,moirai2,0.0760818980733083
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,moirai2,0.0711700058491059
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,sundial,0.2409899271163569
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,sundial,0.0266335135686681
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,sundial,-0.0019605486694702
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,sundial,0.0003506274504251
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,sundial,0.0310440960442077
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,timesfm25,0.2771397877546255
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,timesfm25,0.1144184957801826
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,timesfm25,0.0789953849604232
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,timesfm25,0.0775034872011882
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,timesfm25,0.091809690981726
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,tirex,0.3114739354870455
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,tirex,0.1242949972759025
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,tirex,0.0942689426916579
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,tirex,0.0958574462644753
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,tirex,0.1079985465778778
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,toto2,0.3116456239636648
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,toto2,0.1190517874930613
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,toto2,0.0940507876877947
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,toto2,0.0910476192309209
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,toto2,0.1023417241223919
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,ttm_r2,-0.0346318774290848
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,ttm_r2,-0.2326299106673546
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,ttm_r2,-0.3208332987245903
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,ttm_r2,-0.3115188416556427
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,ttm_r2,-0.2859947352483682
nasa_power_ghcn_bangladesh,T2M,1,AutoARIMA,0.5253820661594648
nasa_power_ghcn_bangladesh,T2M,3,AutoARIMA,0.2367598408797875
nasa_power_ghcn_bangladesh,T2M,7,AutoARIMA,0.0990475150474898
nasa_power_ghcn_bangladesh,T2M,14,AutoARIMA,0.037341109599566
nasa_power_ghcn_bangladesh,T2M,30,AutoARIMA,-0.0461448196660776
nasa_power_ghcn_bangladesh,T2M,1,NHITS,0.462521372938355
nasa_power_ghcn_bangladesh,T2M,3,NHITS,0.1048047969386947
nasa_power_ghcn_bangladesh,T2M,7,NHITS,-0.0483955198831294
nasa_power_ghcn_bangladesh,T2M,14,NHITS,-0.0777674502634215
nasa_power_ghcn_bangladesh,T2M,30,NHITS,-0.1316999917499139
nasa_power_ghcn_bangladesh,T2M,1,PatchTST,0.5096030812530051
nasa_power_ghcn_bangladesh,T2M,3,PatchTST,0.2450408904906041
nasa_power_ghcn_bangladesh,T2M,7,PatchTST,0.1176614146286632
nasa_power_ghcn_bangladesh,T2M,14,PatchTST,0.0678434525505122
nasa_power_ghcn_bangladesh,T2M,30,PatchTST,0.0061807801712535
nasa_power_ghcn_bangladesh,T2M,1,chronos2,0.5191604301794874
nasa_power_ghcn_bangladesh,T2M,3,chronos2,0.2624230190389149
nasa_power_ghcn_bangladesh,T2M,7,chronos2,0.1482058197495883
nasa_power_ghcn_bangladesh,T2M,14,chronos2,0.0997432980909579
nasa_power_ghcn_bangladesh,T2M,30,chronos2,0.0607101298242021
nasa_power_ghcn_bangladesh,T2M,1,chronos_bolt,0.5209382462675461
nasa_power_ghcn_bangladesh,T2M,3,chronos_bolt,0.2490059566690073
nasa_power_ghcn_bangladesh,T2M,7,chronos_bolt,0.0987047652334255
nasa_power_ghcn_bangladesh,T2M,14,chronos_bolt,0.0084261051066623
nasa_power_ghcn_bangladesh,T2M,30,chronos_bolt,-0.1113617510284519
nasa_power_ghcn_bangladesh,T2M,1,moirai2,0.5225264492963044
nasa_power_ghcn_bangladesh,T2M,3,moirai2,0.2576141681530177
nasa_power_ghcn_bangladesh,T2M,7,moirai2,0.0988905331640167
nasa_power_ghcn_bangladesh,T2M,14,moirai2,0.0177413070841745
nasa_power_ghcn_bangladesh,T2M,30,moirai2,-0.0681965138828715
nasa_power_ghcn_bangladesh,T2M,1,sundial,0.4760747835378444
nasa_power_ghcn_bangladesh,T2M,3,sundial,0.1763784727536516
nasa_power_ghcn_bangladesh,T2M,7,sundial,0.0550452306737171
nasa_power_ghcn_bangladesh,T2M,14,sundial,-0.0100778920188302
nasa_power_ghcn_bangladesh,T2M,30,sundial,-0.0491232565337615
nasa_power_ghcn_bangladesh,T2M,1,timesfm25,0.5336657532502403
nasa_power_ghcn_bangladesh,T2M,3,timesfm25,0.2633945378913727
nasa_power_ghcn_bangladesh,T2M,7,timesfm25,0.1410825863788256
nasa_power_ghcn_bangladesh,T2M,14,timesfm25,0.0887076421014373
nasa_power_ghcn_bangladesh,T2M,30,timesfm25,0.0463426706643574
nasa_power_ghcn_bangladesh,T2M,1,tirex,0.5341103494796567
nasa_power_ghcn_bangladesh,T2M,3,tirex,0.2587834360366754
nasa_power_ghcn_bangladesh,T2M,7,tirex,0.1284886408805362
nasa_power_ghcn_bangladesh,T2M,14,tirex,0.073980915804534
nasa_power_ghcn_bangladesh,T2M,30,tirex,0.0265193553232072
nasa_power_ghcn_bangladesh,T2M,1,toto2,0.5347265371390248
nasa_power_ghcn_bangladesh,T2M,3,toto2,0.25228419070668
nasa_power_ghcn_bangladesh,T2M,7,toto2,0.1239785080037875
nasa_power_ghcn_bangladesh,T2M,14,toto2,0.0651435186638732
nasa_power_ghcn_bangladesh,T2M,30,toto2,-0.0143200092662856
nasa_power_ghcn_bangladesh,T2M,1,ttm_r2,0.3588853273768521
nasa_power_ghcn_bangladesh,T2M,3,ttm_r2,0.0090306175782843
nasa_power_ghcn_bangladesh,T2M,7,ttm_r2,-0.2760201147449883
nasa_power_ghcn_bangladesh,T2M,14,ttm_r2,-0.403598397442245
nasa_power_ghcn_bangladesh,T2M,30,ttm_r2,-0.6070345050933208
nasa_power_ghcn_temperate,PRECTOTCORR,1,AutoARIMA,-0.1018955145551747
nasa_power_ghcn_temperate,PRECTOTCORR,3,AutoARIMA,-0.1221967969126369
nasa_power_ghcn_temperate,PRECTOTCORR,7,AutoARIMA,-0.1472697669708662
nasa_power_ghcn_temperate,PRECTOTCORR,14,AutoARIMA,-0.1497844656883096
nasa_power_ghcn_temperate,PRECTOTCORR,30,AutoARIMA,-0.1427362085128158
nasa_power_ghcn_temperate,PRECTOTCORR,1,NHITS,0.064319785820595
nasa_power_ghcn_temperate,PRECTOTCORR,3,NHITS,-0.006967966305331
nasa_power_ghcn_temperate,PRECTOTCORR,7,NHITS,-0.0185043026663749
nasa_power_ghcn_temperate,PRECTOTCORR,14,NHITS,-0.0194138867279907
nasa_power_ghcn_temperate,PRECTOTCORR,30,NHITS,-0.0206016927069478
nasa_power_ghcn_temperate,PRECTOTCORR,1,PatchTST,0.048864388450645
nasa_power_ghcn_temperate,PRECTOTCORR,3,PatchTST,-0.0309189090037385
nasa_power_ghcn_temperate,PRECTOTCORR,7,PatchTST,-0.0329134249082709
nasa_power_ghcn_temperate,PRECTOTCORR,14,PatchTST,-0.0576931904313517
nasa_power_ghcn_temperate,PRECTOTCORR,30,PatchTST,-0.0549387692956246
nasa_power_ghcn_temperate,PRECTOTCORR,1,chronos2,0.0628825027606114
nasa_power_ghcn_temperate,PRECTOTCORR,3,chronos2,0.00011504081426
nasa_power_ghcn_temperate,PRECTOTCORR,7,chronos2,-0.0128160669280528
nasa_power_ghcn_temperate,PRECTOTCORR,14,chronos2,-0.0140029297065473
nasa_power_ghcn_temperate,PRECTOTCORR,30,chronos2,-0.0162354260248744
nasa_power_ghcn_temperate,PRECTOTCORR,1,chronos_bolt,0.0552460818817422
nasa_power_ghcn_temperate,PRECTOTCORR,3,chronos_bolt,-0.0012332920432225
nasa_power_ghcn_temperate,PRECTOTCORR,7,chronos_bolt,-0.013890241691379
nasa_power_ghcn_temperate,PRECTOTCORR,14,chronos_bolt,-0.0159450369445259
nasa_power_ghcn_temperate,PRECTOTCORR,30,chronos_bolt,-0.0195479002375966
nasa_power_ghcn_temperate,PRECTOTCORR,1,moirai2,0.0657576286356991
nasa_power_ghcn_temperate,PRECTOTCORR,3,moirai2,-0.0021975805047012
nasa_power_ghcn_temperate,PRECTOTCORR,7,moirai2,-0.0131361303905988
nasa_power_ghcn_temperate,PRECTOTCORR,14,moirai2,-0.0161280528591587
nasa_power_ghcn_temperate,PRECTOTCORR,30,moirai2,-0.0199289740117121
nasa_power_ghcn_temperate,PRECTOTCORR,1,sundial,-0.0551115334475418
nasa_power_ghcn_temperate,PRECTOTCORR,3,sundial,-0.1386724105057695
nasa_power_ghcn_temperate,PRECTOTCORR,7,sundial,-0.1659344413375882
nasa_power_ghcn_temperate,PRECTOTCORR,14,sundial,-0.1670063470855323
nasa_power_ghcn_temperate,PRECTOTCORR,30,sundial,-0.1677919129801024
nasa_power_ghcn_temperate,PRECTOTCORR,1,timesfm25,0.0506365822509206
nasa_power_ghcn_temperate,PRECTOTCORR,3,timesfm25,-0.0101877970717045
nasa_power_ghcn_temperate,PRECTOTCORR,7,timesfm25,-0.0159869414511459
nasa_power_ghcn_temperate,PRECTOTCORR,14,timesfm25,-0.0160756966280983
nasa_power_ghcn_temperate,PRECTOTCORR,30,timesfm25,-0.0178411936424454
nasa_power_ghcn_temperate,PRECTOTCORR,1,tirex,0.0768635357343934
nasa_power_ghcn_temperate,PRECTOTCORR,3,tirex,0.0025351904265996
nasa_power_ghcn_temperate,PRECTOTCORR,7,tirex,-0.0097779887364004
nasa_power_ghcn_temperate,PRECTOTCORR,14,tirex,-0.0099121716233023
nasa_power_ghcn_temperate,PRECTOTCORR,30,tirex,-0.0132719816555662
nasa_power_ghcn_temperate,PRECTOTCORR,1,toto2,0.0714366899392657
nasa_power_ghcn_temperate,PRECTOTCORR,3,toto2,-0.0019749216336877
nasa_power_ghcn_temperate,PRECTOTCORR,7,toto2,-0.0155905694690081
nasa_power_ghcn_temperate,PRECTOTCORR,14,toto2,-0.016770937944909
nasa_power_ghcn_temperate,PRECTOTCORR,30,toto2,-0.0206349789715416
nasa_power_ghcn_temperate,PRECTOTCORR,1,ttm_r2,-0.3720894563626178
nasa_power_ghcn_temperate,PRECTOTCORR,3,ttm_r2,-0.440186613962372
nasa_power_ghcn_temperate,PRECTOTCORR,7,ttm_r2,-0.4829163226100339
nasa_power_ghcn_temperate,PRECTOTCORR,14,ttm_r2,-0.4867955542961986
nasa_power_ghcn_temperate,PRECTOTCORR,30,ttm_r2,-0.4907393721670814
nasa_power_ghcn_temperate,T2M,1,AutoARIMA,0.4647329024240584
nasa_power_ghcn_temperate,T2M,3,AutoARIMA,0.1403898264544295
nasa_power_ghcn_temperate,T2M,7,AutoARIMA,0.063377712051416
nasa_power_ghcn_temperate,T2M,14,AutoARIMA,0.0399550605549418
nasa_power_ghcn_temperate,T2M,30,AutoARIMA,0.0408642408778857
nasa_power_ghcn_temperate,T2M,1,NHITS,0.4322967360435449
